id,title,slug,format,category,topicTags,contributors,url,canonicalUrl,externalUrl,publishedOn,publishedTs,ageDays,freshnessBucket,imageUrl,thumbnailUrl,headerImageUrl,summary,sourceCsv,sourceCollectionId
blog-post:lessons-from-the-latest-cisa-kev-additions,Lessons from the Latest CISA KEV Additions,lessons-from-the-latest-cisa-kev-additions,blog-post,threat-intelligence,emerging-threats|cybersecurity-threats|cyber-resilience-strategy,ben-mccarthy,https://www.immersivelabs.com/resources/c7-blog/lessons-from-the-latest-cisa-kev-additions/,https://www.immersivelabs.com/resources/c7-blog/lessons-from-the-latest-cisa-kev-additions/,,2025-10-13T00:00:00.000Z,1760313600000,132,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68ed1f33e994347781ed05c3_Thumbnail%20-%20560%20x%20315.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68ed1f33e994347781ed05c3_Thumbnail%20-%20560%20x%20315.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68ed1f3c7ccb3085d10f1492_Header%20Image%20-%201920%20x%201080.webp,"Discover what the latest additions to CISA's Known Exploited Vulnerabilities (KEV) catalog reveal about real-world cyber threats. Learn why attackers often target old, unpatched flaws over zero-days and how to prioritize your defense strategy.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:the-four-truths-of-cybercrime-lessons-from-former-special-agent-scott-augenbaum,The Four Truths of Cybercrime: Lessons from Former Special Agent Scott Augenbaum,the-four-truths-of-cybercrime-lessons-from-former-special-agent-scott-augenbaum,blog-post,cybersecurity,cybersecurity-threats|cyber-resilience-strategy|emerging-threats,max-vetter,https://www.immersivelabs.com/resources/c7-blog/the-four-truths-of-cybercrime-lessons-from-former-special-agent-scott-augenbaum/,https://www.immersivelabs.com/resources/c7-blog/the-four-truths-of-cybercrime-lessons-from-former-special-agent-scott-augenbaum/,,2025-10-10T00:00:00.000Z,1760054400000,135,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68e8bf5a29ca31a7dd9666e3_Thumbnail%20Image%20-%20560%20x%20315.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68e8bf5a29ca31a7dd9666e3_Thumbnail%20Image%20-%20560%20x%20315.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68e8bf6083ad1787e7a3075b_Header%20Image%20-%201920%20x%201080.png,"A former FBI Special Agent shares the 4 truths of cybercrime, revealing why most incidents are preventable. Learn key lessons on the human element of cybersecurity and get actionable tips for CISOs.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:beyond-the-hype-a-cisos-practical-guide-to-genai-readiness,Beyond the Hype: A CISO's Practical Guide to GenAI Readiness,beyond-the-hype-a-cisos-practical-guide-to-genai-readiness,blog-post,ai,emerging-threats|cybersecurity-threats|cyber-resilience-strategy,james-hadley,https://www.immersivelabs.com/resources/c7-blog/beyond-the-hype-a-cisos-practical-guide-to-genai-readiness/,https://www.immersivelabs.com/resources/c7-blog/beyond-the-hype-a-cisos-practical-guide-to-genai-readiness/,,2025-10-07T00:00:00.000Z,1759795200000,138,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68e692986624fd498ea052d4_Thumnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68e692986624fd498ea052d4_Thumnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68e692949e9879f309de11aa_Header.webp,Explore a nuanced strategy for AI in cybersecurity training that proves and improves your team's cyber resilience.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
ebook:genais-impact-on-cybersecurity-skills-and-training,GenAI's Impact on Cybersecurity Skills and Training,genais-impact-on-cybersecurity-skills-and-training,ebook,ai-2,,,https://info.immersivelabs.com/white-paper-genais-impact-on-cybersecurity-skills-and-training?hs_preview=CheJVLov-196898376452,https://www.immersivelabs.com/resources/ebook/genais-impact-on-cybersecurity-skills-and-training/,https://info.immersivelabs.com/white-paper-genais-impact-on-cybersecurity-skills-and-training?hs_preview=CheJVLov-196898376452,2025-10-03T00:00:00.000Z,1759449600000,142,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68df870fd69bce3f187f1a81_GenAI%20Paper%20-%20Thumbnail%20Image%20-%201920%20x%201080.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68df870fd69bce3f187f1a81_GenAI%20Paper%20-%20Thumbnail%20Image%20-%201920%20x%201080.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68df870c71083e82e64829ec_GenAI%20Paper%20-%20Header%20Image%20-%201920%20x%201080.webp,,Immersive - Ebooks - 67a1e0fc2122bab24a53d0e2.csv,67a1e0fc2122bab24a53d0e2
c7-blog:harnessing-ais-promise-preparing-for-its-peril,"Harnessing AI's Promise, Preparing for Its Peril",harnessing-ais-promise-preparing-for-its-peril,c7-blog,thought-leadership,emerging-threats|cyber-resilience-strategy|cybersecurity-threats,container-7,https://www.immersivelabs.com/resources/c7-blog/harnessing-ais-promise-preparing-for-its-peril/,https://www.immersivelabs.com/resources/c7-blog/harnessing-ais-promise-preparing-for-its-peril/,,2025-10-03T00:00:00.000Z,1759449600000,142,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/694126c80ac1a427258c75f1_68dfe57c1d7b5e6fa38197d8_Frame%2031.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/694126c80ac1a427258c75f1_68dfe57c1d7b5e6fa38197d8_Frame%2031.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/694126c80ac1a427258c75f1_68dfe57c1d7b5e6fa38197d8_Frame%2031.webp,An effective AI security strategy is built on a continuous cycle: Prove. Improve. Benchmark. Report.,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
c7-blog:drowning-in-data-starved-for-time-ai-in-the-modern-soc,"Drowning in Data, Starved for Time: AI in the Modern SOC",drowning-in-data-starved-for-time-ai-in-the-modern-soc,c7-blog,thought-leadership,emerging-threats|cybersecurity-threats|cyber-resilience-strategy,container-7,https://www.immersivelabs.com/resources/c7-blog/drowning-in-data-starved-for-time-ai-in-the-modern-soc/,https://www.immersivelabs.com/resources/c7-blog/drowning-in-data-starved-for-time-ai-in-the-modern-soc/,,2025-09-26T00:00:00.000Z,1758844800000,149,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/694127cf5001b6c78bc8bcbf_68d6922e758a352daea2e7c7_Header%20Image%201920x1080.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/694127cf5001b6c78bc8bcbf_68d6922e758a352daea2e7c7_Header%20Image%201920x1080.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/694127cf5001b6c78bc8bcbf_68d6922e758a352daea2e7c7_Header%20Image%201920x1080.webp,Will analysts even be writing queries in two years' time?,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
c7-blog:the-ultimate-guide-to-ai-scams-how-to-spot-and-stop-them,The Ultimate Guide to AI Scams: How to Spot and Stop Them,the-ultimate-guide-to-ai-scams-how-to-spot-and-stop-them,c7-blog,thought-leadership,emerging-threats|cybersecurity-threats|cyber-resilience-strategy,container-7,https://www.immersivelabs.com/resources/c7-blog/the-ultimate-guide-to-ai-scams-how-to-spot-and-stop-them/,https://www.immersivelabs.com/resources/c7-blog/the-ultimate-guide-to-ai-scams-how-to-spot-and-stop-them/,,2025-09-25T00:00:00.000Z,1758758400000,150,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/694124c1fd98898ffa80937e_68d55092c7ce269966203d90_Header%20-%20Guide%20to%20AI%20scams%20-%201920x1080.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/694124c1fd98898ffa80937e_68d55092c7ce269966203d90_Header%20-%20Guide%20to%20AI%20scams%20-%201920x1080.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/694124c1fd98898ffa80937e_68d55092c7ce269966203d90_Header%20-%20Guide%20to%20AI%20scams%20-%201920x1080.webp,How to Spot and Stop AI Scams,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
webinar:como-sabes-si-estas-realmente-preparado-resiliencia-frente-a-ciberamenazas-en-la-era-nis2-dora-e-ia,"¿Cómo sabes si estás realmente preparado? Resiliencia frente a ciberamenazas en la era NIS2, DORA e IA.",como-sabes-si-estas-realmente-preparado-resiliencia-frente-a-ciberamenazas-en-la-era-nis2-dora-e-ia,webinar,,,,https://info.immersivelabs.com/es-es/webinar-resiliencia-cibern%C3%A9tica-en-la-era-nis2-dora-e-ia,https://www.immersivelabs.com/resources/webinars/como-sabes-si-estas-realmente-preparado-resiliencia-frente-a-ciberamenazas-en-la-era-nis2-dora-e-ia/,https://info.immersivelabs.com/es-es/webinar-resiliencia-cibern%C3%A9tica-en-la-era-nis2-dora-e-ia,2025-09-24T00:00:00.000Z,1758672000000,151,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68e5298328c27e10ef2a87e3_Immersive%20-%20Spanish%20Webinar%20-%20Thumbnail%20560x315.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68e5298328c27e10ef2a87e3_Immersive%20-%20Spanish%20Webinar%20-%20Thumbnail%20560x315.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68e52980834ec43243d8375c_Immersive%20-%20Spanish%20Webinar%20-%20Header%201920x1080.webp,,Immersive - Webinars - 679f9c1ff10020ae69399e53.csv,679f9c1ff10020ae69399e53
webinar:the-anatomy-of-a-cyber-crisis-how-the-real-work-meets-the-moment,The Anatomy of a Cyber Crisis: How The Real Work Meets the Moment,the-anatomy-of-a-cyber-crisis-how-the-real-work-meets-the-moment,webinar,,,,https://info.immersivelabs.com/webinar-the-anatomy-of-a-cyber-crisis-how-the-real-work-meets-the-moment?trk=immersive-labs-website-webinar&utm_source=immersive-labs&utm_medium=website&utm_campaign=2025-Q3-confessions-of-blue-teamer&utm_content=webinar,https://www.immersivelabs.com/resources/webinars/the-anatomy-of-a-cyber-crisis-how-the-real-work-meets-the-moment/,https://info.immersivelabs.com/webinar-the-anatomy-of-a-cyber-crisis-how-the-real-work-meets-the-moment?trk=immersive-labs-website-webinar&utm_source=immersive-labs&utm_medium=website&utm_campaign=2025-Q3-confessions-of-blue-teamer&utm_content=webinar,2025-09-18T00:00:00.000Z,1758153600000,157,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/688391b4a118b04b001c96c0_Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/688391b4a118b04b001c96c0_Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/688391b14b23db9cca9176d9_Header.webp,,Immersive - Webinars - 679f9c1ff10020ae69399e53.csv,679f9c1ff10020ae69399e53
blog-post:level-up-your-security-game-the-power-of-cycode-and-immersive-in-the-sdlc,Level Up Your Security Game: The Power of Cycode and Immersive in the SDLC,level-up-your-security-game-the-power-of-cycode-and-immersive-in-the-sdlc,blog-post,application-security,types-of-application-security|secure-coding|cybersecurity-training|sdlc,karl-hoffmann,https://www.immersivelabs.com/resources/c7-blog/level-up-your-security-game-the-power-of-cycode-and-immersive-in-the-sdlc/,https://www.immersivelabs.com/resources/c7-blog/level-up-your-security-game-the-power-of-cycode-and-immersive-in-the-sdlc/,,2025-09-16T00:00:00.000Z,1757980800000,159,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68c9b98ef623c3e91e10eef5_Cycode-Small.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68c9b98ef623c3e91e10eef5_Cycode-Small.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68c9b9940d3aa963e8e07f82_Cycode-Simple.png,"Cycode finds the risks. Immersive builds the skills. Together, they prove and improve security across the SDLC.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
c7-blog:patch-tuesday-september-2025,Patch Tuesday September 2025 - Critical Microsoft Security Patches Released for Privilege Escalation and Remote Code Vulnerabilities,patch-tuesday-september-2025,c7-blog,research,patch-newsday,kevin-breen|jacob-ashdown,https://www.immersivelabs.com/resources/c7-blog/patch-tuesday-september-2025/,https://www.immersivelabs.com/resources/c7-blog/patch-tuesday-september-2025/,,2025-09-10T00:00:00.000Z,1757462400000,165,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/686264456d62f088d93faba1_PatchNewsday_Image5_Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/686264456d62f088d93faba1_PatchNewsday_Image5_Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6862644c9c2a87cadb728b09_PatchNewsday_Image5_Header.webp,Critical Microsoft Security Patches Released for Privilege Escalation and Remote Code Vulnerabilities,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
blog-post:3-tips-for-countering-the-chaos-of-a-cyber-crisis,3 Tips for Countering the Chaos of a Cyber Crisis,3-tips-for-countering-the-chaos-of-a-cyber-crisis,blog-post,cybersecurity,cybersecurity-training|cyber-resilience-strategy,max-vetter,https://www.immersivelabs.com/resources/c7-blog/3-tips-for-countering-the-chaos-of-a-cyber-crisis/,https://www.immersivelabs.com/resources/c7-blog/3-tips-for-countering-the-chaos-of-a-cyber-crisis/,,2025-09-05T00:00:00.000Z,1757030400000,170,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68ba996a716dd1d2ef151acf_Immersive%20-%20Countering%20the%20Chaos%20of%20Cyber%20Crises%20-%20Thumbnail%20560x315.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68ba996a716dd1d2ef151acf_Immersive%20-%20Countering%20the%20Chaos%20of%20Cyber%20Crises%20-%20Thumbnail%20560x315.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68ba996f92a4c325dd11d173_Immersive%20-%20Countering%20the%20Chaos%20of%20Cyber%20Crises%20-%20Header%201920x1080.webp,"Counter the chaos of a cyber crisis. Learn 3 actionable tips to move beyond the playbook, build team muscle memory, and strengthen your incident response strategy.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
c7-blog:scattered-lapsus-hunters-the-cybercrime-group-redefining-threats,Scattered LAPSUS$ Hunters: The Cybercrime Group Redefining Threats,scattered-lapsus-hunters-the-cybercrime-group-redefining-threats,c7-blog,threat-intelligence,scattered-lapsus-hunters|scattered-spider|lapsus|shinyhunters,ben-mccarthy|kev-marriott,https://www.immersivelabs.com/resources/c7-blog/scattered-lapsus-hunters-the-cybercrime-group-redefining-threats/,https://www.immersivelabs.com/resources/c7-blog/scattered-lapsus-hunters-the-cybercrime-group-redefining-threats/,,2025-09-05T00:00:00.000Z,1757030400000,170,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68bee8718556f27ae12d1216_Thumbnail%20Image.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68bee8718556f27ae12d1216_Thumbnail%20Image.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68bee86ef658fbe8a54e124f_Header%20Image.webp,The Cybercrime Group Redefining Threats,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
case-study:how-a-law-enforcement-agency-builds-elite-skills-with-immersive,How a Law Enforcement Agency Builds Elite Skills with Immersive,how-a-law-enforcement-agency-builds-elite-skills-with-immersive,case-study,cybersecurity,cybersecurity-training,immersive,https://info.immersivelabs.com/case-study-how-a-law-enforcement-agency-builds-elite-skills-with-immersive,https://www.immersivelabs.com/resources/case-study/how-a-law-enforcement-agency-builds-elite-skills-with-immersive/,https://info.immersivelabs.com/case-study-how-a-law-enforcement-agency-builds-elite-skills-with-immersive,2025-09-04T00:00:00.000Z,1756944000000,171,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68bfe0f2cbba770ae5dd5129_Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68bfe0f2cbba770ae5dd5129_Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68bfe0f0655a22b369a3512a_Header.webp,"Immersive is now the primary onboarding tool for all new members, offering structured pathways that scale with individual needs.",Immersive - Case Studies - 679a1722fc2dcf61d0872f01.csv,679a1722fc2dcf61d0872f01
blog-post:the-forbidden-word-confessions-of-a-blue-teamer,The Forbidden Word: Confessions of a Blue Teamer,the-forbidden-word-confessions-of-a-blue-teamer,blog-post,cyber-resilience,cyber-resilience-strategy|security-posture,kev-marriott,https://www.immersivelabs.com/resources/c7-blog/the-forbidden-word-confessions-of-a-blue-teamer/,https://www.immersivelabs.com/resources/c7-blog/the-forbidden-word-confessions-of-a-blue-teamer/,,2025-08-28T00:00:00.000Z,1756339200000,178,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68b6998698ea84397fd91b90_Thumbnail%20Image.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68b6998698ea84397fd91b90_Thumbnail%20Image.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68af1f36f30560ab61effb2a_Header%20Image3.webp,"Go behind the scenes with a veteran blue teamer to uncover the unseen work, personal sacrifices, and quiet victories that forge true cyber resilience in a crisis",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:achieving-devsecops-maturity-turning-secure-code-into-roi,Achieving DevSecOps Maturity: Turning Secure Code into ROI,achieving-devsecops-maturity-turning-secure-code-into-roi,blog-post,application-security,application-security-challenges|secure-coding,rebecca-schimmoeller,https://www.immersivelabs.com/resources/c7-blog/achieving-devsecops-maturity-turning-secure-code-into-roi/,https://www.immersivelabs.com/resources/c7-blog/achieving-devsecops-maturity-turning-secure-code-into-roi/,,2025-08-25T00:00:00.000Z,1756080000000,181,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68a82f591c93a7ac75a9ec00_Thumbnail%20Image.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68a82f591c93a7ac75a9ec00_Thumbnail%20Image.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68a82f62a1f8d80cbf816de2_Header%20Image.webp,Boost ROI and slash vulnerabilities with a clear DevSecOps maturity model. Learn how to benchmark your Application Security strategy and unite your dev and security teams.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
webinar:confessions-of-a-blue-teamer-how-unseen-work-pays-off-in-a-crisis,Confessions of a Blue Teamer: How Unseen Work Pays off in a Crisis,confessions-of-a-blue-teamer-how-unseen-work-pays-off-in-a-crisis,webinar,,,kevin-breen|kev-marriott|natalie-george,https://info.immersivelabs.com/webinar-confessions-of-a-blue-teamer-how-unseen-work-pays-off-in-a-crisis?trk=immersive-labs-website-webinar&utm_source=immersive-labs&utm_medium=real-work-lp&utm_campaign=2025-Q3-confessions-of-blue-teamer&utm_content=webinar,https://www.immersivelabs.com/resources/webinars/confessions-of-a-blue-teamer-how-unseen-work-pays-off-in-a-crisis/,https://info.immersivelabs.com/webinar-confessions-of-a-blue-teamer-how-unseen-work-pays-off-in-a-crisis?trk=immersive-labs-website-webinar&utm_source=immersive-labs&utm_medium=real-work-lp&utm_campaign=2025-Q3-confessions-of-blue-teamer&utm_content=webinar,2025-08-20T00:00:00.000Z,1755648000000,186,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6874c88d20e992e58e91cd8b_Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6874c88d20e992e58e91cd8b_Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6874c892b0111adde6abc73c_LP%20Image.webp,"Go behind the scenes with top Blue Teamers as they reveal how unseen, daily cyber defense work builds calm, resilient, and crisis-ready security teams.",Immersive - Webinars - 679f9c1ff10020ae69399e53.csv,679f9c1ff10020ae69399e53
c7-blog:scattered-spider-what-these-breaches-reveal-about-crisis-leadership-under-pressure,Scattered Spider: What these breaches reveal about crisis leadership under pressure,scattered-spider-what-these-breaches-reveal-about-crisis-leadership-under-pressure,c7-blog,threat-intelligence,incident-response|cyber-resilience,jon-paul-gabriele|ben-mccarthy,https://www.immersivelabs.com/resources/c7-blog/scattered-spider-what-these-breaches-reveal-about-crisis-leadership-under-pressure/,https://www.immersivelabs.com/resources/c7-blog/scattered-spider-what-these-breaches-reveal-about-crisis-leadership-under-pressure/,,2025-08-20T00:00:00.000Z,1755648000000,186,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/693fe0cc1c26c9604c395c5c_68a58915c1071f7ffb76becd_Thumbnail%2520-%2520560x315.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/693fe0cc1c26c9604c395c5c_68a58915c1071f7ffb76becd_Thumbnail%2520-%2520560x315.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/693fe0cc1c26c9604c395c6f_68a5891bc3fdc92bc216846e_Header%2520-%25201920x1080.png,Immersive Labs Scattered Spider CVE,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
blog-post:secure-and-driving-roi-by-design-reframing-appsec-as-a-code-quality-imperative,Secure and Driving ROI by Design: Reframing AppSec as a Code Quality Imperative,secure-and-driving-roi-by-design-reframing-appsec-as-a-code-quality-imperative,blog-post,application-security,application-security-challenges|secure-coding,rebecca-schimmoeller,https://www.immersivelabs.com/resources/c7-blog/secure-and-driving-roi-by-design-reframing-appsec-as-a-code-quality-imperative/,https://www.immersivelabs.com/resources/c7-blog/secure-and-driving-roi-by-design-reframing-appsec-as-a-code-quality-imperative/,,2025-08-18T00:00:00.000Z,1755475200000,188,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68a2fabaff79ea40541a9cda_Thumbnail%20Image.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68a2fabaff79ea40541a9cda_Thumbnail%20Image.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68a2fac0a392c76e4ce35a0e_Header%20Image.webp,"Learn how reframing AppSec as a core code quality imperative drives ROI, reduces risk, and empowers developers to build more secure code from the start.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
c7-blog:patch-news-day-august-2025,Patch News Day August 2025 - Critical Microsoft Security Patches Released for Privilege Escalation and Remote Code Vulnerabilities,patch-news-day-august-2025,c7-blog,research,patch-newsday,ben-mccarthy|jacob-ashdown,https://www.immersivelabs.com/resources/c7-blog/patch-news-day-august-2025/,https://www.immersivelabs.com/resources/c7-blog/patch-news-day-august-2025/,,2025-08-13T00:00:00.000Z,1755043200000,193,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/693fe0d1fa412ec82d285c0b_689c53fbebc872f511dd9b34_PatchNewsday_Image3_Thumbnail.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/693fe0d1fa412ec82d285c0b_689c53fbebc872f511dd9b34_PatchNewsday_Image3_Thumbnail.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/693fe0d1fa412ec82d285c08_689c53fbebc872f511dd9b34_PatchNewsday_Image3_Thumbnail.png,Patch Newsday August 2025 - Critical Microsoft Security Patches Released for Privilege Escalation and Remote Code Vulnerabilities,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
c7-blog:dispatches-from-the-desert-def-con-day-three,Dispatches From the Desert: DEF CON Day Three,dispatches-from-the-desert-def-con-day-three,c7-blog,thought-leadership,black-hat|def-con,kevin-breen|robert-reeves|gaz-lockwood|ben-hopkins,https://www.immersivelabs.com/resources/c7-blog/dispatches-from-the-desert-def-con-day-three/,https://www.immersivelabs.com/resources/c7-blog/dispatches-from-the-desert-def-con-day-three/,,2025-08-11T00:00:00.000Z,1754870400000,195,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6899a877e12fece2a83f64d4_Blog%20Post%20Option%20-%2005%20-%20Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6899a877e12fece2a83f64d4_Blog%20Post%20Option%20-%2005%20-%20Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6899a87d9671b226730eb6ae_Blog%20Post%20Option%20-%2005%20-%20Header.webp,Dispatches From the Desert: DEF CON Day Three,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
c7-blog:dispatches-from-the-desert-def-con-day-two,Dispatches From the Desert: DEF CON Day Two,dispatches-from-the-desert-def-con-day-two,c7-blog,thought-leadership,black-hat|def-con,kevin-breen|robert-reeves|gaz-lockwood|ben-hopkins,https://www.immersivelabs.com/resources/c7-blog/dispatches-from-the-desert-def-con-day-two/,https://www.immersivelabs.com/resources/c7-blog/dispatches-from-the-desert-def-con-day-two/,,2025-08-10T00:00:00.000Z,1754784000000,196,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/689862b97f75042d7d4c5c62_Blog%20Post%20Option%20-%2004%20-%20Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/689862b97f75042d7d4c5c62_Blog%20Post%20Option%20-%2004%20-%20Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/689862b517bd728a07263e02_Blog%20Post%20Option%20-%2004%20-%20Header.webp,Dispatches From the Desert: DEF CON Day Two,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
c7-blog:dispatches-from-the-desert-def-con-day-one,Dispatches From the Desert: DEF CON Day One,dispatches-from-the-desert-def-con-day-one,c7-blog,thought-leadership,black-hat|def-con,kevin-breen|robert-reeves|gaz-lockwood|ben-hopkins,https://www.immersivelabs.com/resources/c7-blog/dispatches-from-the-desert-def-con-day-one/,https://www.immersivelabs.com/resources/c7-blog/dispatches-from-the-desert-def-con-day-one/,,2025-08-09T00:00:00.000Z,1754697600000,197,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6897123771d3210c94fda128_Blog%20Post%20Option%20-%2003%20-%20Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6897123771d3210c94fda128_Blog%20Post%20Option%20-%2003%20-%20Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/689712e690a90a55a4e8f497_Blog%20Post%20Option%20-%2003%20-%20Header.webp,Dispatches From the Desert: DEF CON Day One,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
c7-blog:dispatches-from-the-desert-black-hat-day-two,Dispatches From the Desert: Black Hat Day Two,dispatches-from-the-desert-black-hat-day-two,c7-blog,thought-leadership,black-hat|def-con,kevin-breen|robert-reeves|gaz-lockwood|ben-hopkins,https://www.immersivelabs.com/resources/c7-blog/dispatches-from-the-desert-black-hat-day-two/,https://www.immersivelabs.com/resources/c7-blog/dispatches-from-the-desert-black-hat-day-two/,,2025-08-08T00:00:00.000Z,1754611200000,198,<1y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6895aa2959ebab519e506a85_Blog%20Post%20Option%20-%2002%20-%20Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6895aa2959ebab519e506a85_Blog%20Post%20Option%20-%2002%20-%20Thumbnail.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/6895aa31e4f0566a64bdff37_Blog%20Post%20Option%20-%2002%20-%20Header.webp,Dispatches From the Desert: Black Hat Day Two,Immersive - C7 Blogs - 6911bd569ce807ce6a2b9b4c.csv,6911bd569ce807ce6a2b9b4c
